SEASON_ID,PLAYER_ID,GAME_ID,GAME_DATE,MATCHUP,WL,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS,PLUS_MINUS,OFF_RATING,E_OFF_RATING,DEF_RATING,E_DEF_RATING,NET_RATING,E_NET_RATING,AST_PCT,AST_TOV,AST_RATIO,OREB_PCT,DREB_PCT,REB_PCT,TM_TOV_PCT,EFG_PCT,TS_PCT,USG_PCT,E_USG_PCT,E_PACE,PACE,PACE_PER40,POSS,PIE
22024,203937,0022400366,"DEC 19, 2024",GSW @ MEM,L,20,4,8,0.5,3,4,0.75,0,0,0.0,0,3,3,3,0,2,0,3,11,-6,109.3,106.6,120.5,115.3,-11.2,-8.7,0.214,0.0,27.3,0.0,0.13,0.065,0.0,0.688,0.688,0.17,0.174,109.88,106.17,88.47,43,0.111
22024,203937,0022401204,"DEC 11, 2024",GSW @ HOU,L,4,0,1,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,1,0,0,-5,55.6,50.0,125.0,126.9,-69.4,-76.9,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.182,0.2,109.56,104.17,86.81,9,-0.19
22024,203937,0022400355,"DEC 08, 2024",GSW vs. MIN,W,8,1,3,0.333,1,1,1.0,0,0,0.0,0,2,2,0,0,0,0,2,3,2,100.0,87.3,87.5,95.6,12.5,-8.3,0.0,0.0,0.0,0.0,0.25,0.1,0.0,0.5,0.5,0.13,0.134,97.46,94.62,78.85,16,0.057
22024,203937,0022400338,"DEC 06, 2024",GSW vs. MIN,L,12,2,3,0.667,0,0,0.0,0,0,0.0,0,1,1,1,0,0,0,0,4,0,108.3,108.0,100.0,93.3,8.3,14.7,0.143,0.0,25.0,0.0,0.083,0.045,0.0,0.667,0.667,0.103,0.107,106.04,102.04,85.03,24,0.119
22024,203937,0022400332,"DEC 05, 2024",GSW vs. HOU,W,14,3,5,0.6,0,1,0.0,2,2,1.0,0,2,2,2,0,0,1,0,8,-1,96.7,102.8,103.4,104.7,-6.8,-1.9,0.25,2.0,22.2,0.0,0.125,0.059,11.1,0.6,0.68,0.206,0.217,97.53,101.24,84.37,30,0.173
22024,203937,0022400058,"DEC 03, 2024",GSW @ DEN,L,19,2,4,0.5,0,0,0.0,0,0,0.0,0,6,6,5,1,1,0,1,4,0,111.6,108.9,117.1,117.0,-5.4,-8.1,0.333,0.0,55.6,0.0,0.333,0.158,0.0,0.5,0.5,0.082,0.085,106.89,105.49,87.9,43,0.144
22024,203937,0022400303,"NOV 30, 2024",GSW @ PHX,L,7,1,2,0.5,0,0,0.0,0,0,0.0,0,2,2,1,1,0,0,0,2,-3,88.2,94.5,112.5,112.5,-24.3,-18.0,0.25,0.0,33.3,0.0,0.333,0.143,0.0,0.5,0.5,0.118,0.126,105.53,109.24,91.03,17,0.13
22024,203937,0022400299,"NOV 27, 2024",GSW vs. OKC,L,17,4,8,0.5,1,2,0.5,1,2,0.5,0,2,2,3,1,0,0,2,10,-6,86.5,84.7,105.6,105.7,-19.1,-20.9,0.375,0.0,27.3,0.0,0.105,0.048,0.0,0.563,0.563,0.17,0.183,101.91,100.91,84.09,37,0.145
22024,203937,0022400284,"NOV 25, 2024",GSW vs. BKN,L,14,2,3,0.667,0,0,0.0,0,0,0.0,0,2,2,3,0,0,1,1,4,-14,89.7,88.3,130.0,129.7,-40.3,-41.3,0.375,3.0,42.9,0.0,0.143,0.067,14.3,0.667,0.667,0.121,0.123,101.43,100.54,83.79,29,0.093
22024,203937,0022400269,"NOV 23, 2024",GSW @ SAS,L,13,3,5,0.6,0,1,0.0,0,1,0.0,0,5,5,1,0,0,1,2,6,-8,72.0,70.8,100.0,98.8,-28.0,-28.0,0.2,1.0,14.3,0.0,0.294,0.128,14.3,0.6,0.551,0.188,0.191,96.41,94.99,79.16,25,0.13
22024,203937,0022400032,"NOV 22, 2024",GSW @ NOP,W,5,1,1,1.0,0,0,0.0,0,1,0.0,1,0,1,0,0,0,3,0,2,-8,63.6,61.2,150.0,153.7,-86.4,-92.5,0.0,0.0,0.0,0.143,0.0,0.083,75.0,1.0,0.694,0.308,0.322,104.91,103.92,86.6,11,-0.077
22024,203937,0022400258,"NOV 20, 2024",GSW vs. ATL,W,15,1,6,0.167,0,1,0.0,0,0,0.0,0,1,1,4,3,0,1,2,2,5,81.1,82.6,67.6,67.9,13.5,14.7,0.333,4.0,36.4,0.0,0.042,0.021,9.1,0.167,0.167,0.159,0.162,117.97,119.33,99.44,37,0.052
22024,203937,0022400251,"NOV 18, 2024",GSW @ LAC,L,13,1,4,0.25,0,2,0.0,0,0,0.0,0,2,2,2,1,0,0,2,2,-2,92.6,95.9,96.4,91.8,-3.8,4.0,0.222,0.0,33.3,0.0,0.133,0.071,0.0,0.25,0.25,0.133,0.142,106.42,105.5,87.92,27,0.045
